# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1041283500E+001   -0.5598422525E+003    0.8882245178E+004    0.9288534348E+004    0.1378604484E+005    0.2181489109E+005    0.4474169990E-002    0.4044616695E+008    0.1988458776E+000    0.6718152660E+000    0.2301390492E+000    0.4415306197E-003    0.9759954795E-001    0.4606225132E-005    0.2658011806E-002    0.1040076350E-002    0.3742325764E-005    0.7722978737E-003    0.4163418454E-007
   0.1041288500E+001   -0.5604232150E+003    0.8882795838E+004    0.9298306630E+004    0.1378866965E+005    0.2181341882E+005    0.4470180213E-002    0.4044616221E+008    0.1989761382E+000    0.6715158860E+000    0.2301892705E+000    0.4435663796E-003    0.9784663780E-001    0.4639389544E-005    0.2653855943E-002    0.1039139849E-002    0.3755375773E-005    0.7733871579E-003    0.4188704834E-007
   0.1041293500E+001   -0.5610074299E+003    0.8883345893E+004    0.9308143460E+004    0.1379129932E+005    0.2181193803E+005    0.4466172322E-002    0.4044615742E+008    0.1991070167E+000    0.6712146330E+000    0.2302398008E+000    0.4456206546E-003    0.9809527258E-001    0.4672975476E-005    0.2649682164E-002    0.1038199073E-002    0.3768525030E-005    0.7744804163E-003    0.4214283360E-007
   0.1041298500E+001   -0.5615949287E+003    0.8883895342E+004    0.9318045491E+004    0.1379393384E+005    0.2181044865E+005    0.4462146188E-002    0.4044615258E+008    0.1992385188E+000    0.6709114881E+000    0.2302906433E+000    0.4476936940E-003    0.9834546787E-001    0.4706990712E-005    0.2645490346E-002    0.1037253992E-002    0.3781774726E-005    0.7755776743E-003    0.4240159161E-007
   0.1041303500E+001   -0.5621857434E+003    0.8884444181E+004    0.9328013384E+004    0.1379657323E+005    0.2180895060E+005    0.4458101685E-002    0.4044614770E+008    0.1993706504E+000    0.6706064324E+000    0.2303418010E+000    0.4497857562E-003    0.9859723945E-001    0.4741443328E-005    0.2641280363E-002    0.1036304575E-002    0.3795126105E-005    0.7766789576E-003    0.4266337582E-007
   0.1041308500E+001   -0.5627799065E+003    0.8884992408E+004    0.9338047806E+004    0.1379921748E+005    0.2180744378E+005    0.4454038683E-002    0.4044614276E+008    0.1995034176E+000    0.6702994463E+000    0.2303932770E+000    0.4518971012E-003    0.9885060331E-001    0.4776341246E-005    0.2637052091E-002    0.1035350791E-002    0.3808580408E-005    0.7777842921E-003    0.4292823774E-007
   0.1041313500E+001   -0.5633774509E+003    0.8885540020E+004    0.9348149441E+004    0.1380186661E+005    0.2180592811E+005    0.4449957050E-002    0.4044613778E+008    0.1996368264E+000    0.6699905100E+000    0.2304450747E+000    0.4540279038E-003    0.9910557579E-001    0.4811687578E-005    0.2632805402E-002    0.1034392609E-002    0.3822138139E-005    0.7788937049E-003    0.4319618525E-007
   0.1041318500E+001   -0.5639784098E+003    0.8886087015E+004    0.9358318976E+004    0.1380452060E+005    0.2180440351E+005    0.4445856656E-002    0.4044613274E+008    0.1997708830E+000    0.6696796035E+000    0.2304971972E+000    0.4561784210E-003    0.9936217334E-001    0.4847490156E-005    0.2628540167E-002    0.1033429999E-002    0.3835800479E-005    0.7800072223E-003    0.4346726820E-007
   0.1041323500E+001   -0.5645828170E+003    0.8886633389E+004    0.9368557107E+004    0.1380717947E+005    0.2180286988E+005    0.4441737367E-002    0.4044612766E+008    0.1999055935E+000    0.6693667068E+000    0.2305496479E+000    0.4583489163E-003    0.9962041263E-001    0.4883757008E-005    0.2624256258E-002    0.1032462928E-002    0.3849568645E-005    0.7811248710E-003    0.4374153772E-007
   0.1041328500E+001   -0.5651907065E+003    0.8887179139E+004    0.9378864543E+004    0.1380984321E+005    0.2180132714E+005    0.4437599050E-002    0.4044612252E+008    0.2000409642E+000    0.6690517992E+000    0.2306024300E+000    0.4605396603E-003    0.9988031055E-001    0.4920496365E-005    0.2619953544E-002    0.1031491365E-002    0.3863443892E-005    0.7822466779E-003    0.4401904619E-007
   0.1041333500E+001   -0.5658021129E+003    0.8887724263E+004    0.9389241998E+004    0.1381251183E+005    0.2179977518E+005    0.4433441570E-002    0.4044611733E+008    0.2001770015E+000    0.6687348601E+000    0.2306555470E+000    0.4627509319E-003    0.1001418842E+000    0.4957716663E-005    0.2615631895E-002    0.1030515277E-002    0.3877427527E-005    0.7833726701E-003    0.4429984734E-007
   0.1041338500E+001   -0.5664170713E+003    0.8888268759E+004    0.9399690199E+004    0.1381518533E+005    0.2179821393E+005    0.4429264790E-002    0.4044611208E+008    0.2003137120E+000    0.6684158682E+000    0.2307090023E+000    0.4649830200E-003    0.1004051511E+000    0.4995426552E-005    0.2611291178E-002    0.1029534633E-002    0.3891520918E-005    0.7845028750E-003    0.4458399619E-007
   0.1041343500E+001   -0.5670356172E+003    0.8888812622E+004    0.9410209885E+004    0.1381786371E+005    0.2179664329E+005    0.4425068573E-002    0.4044610678E+008    0.2004511020E+000    0.6680948023E+000    0.2307627992E+000    0.4672362251E-003    0.1006701286E+000    0.5033634890E-005    0.2606931258E-002    0.1028549398E-002    0.3905725510E-005    0.7856373202E-003    0.4487154907E-007
   0.1041348500E+001   -0.5676577867E+003    0.8889355851E+004    0.9420801801E+004    0.1382054696E+005    0.2179506316E+005    0.4420852779E-002    0.4044610143E+008    0.2005891782E+000    0.6677716407E+000    0.2308169413E+000    0.4695108625E-003    0.1009368348E+000    0.5072350739E-005    0.2602552000E-002    0.1027559539E-002    0.3920042850E-005    0.7867760335E-003    0.4516256354E-007
   0.1041353500E+001   -0.5682836184E+003    0.8889898442E+004    0.9431466701E+004    0.1382323510E+005    0.2179347342E+005    0.4416617264E-002    0.4044609602E+008    0.2007279482E+000    0.6674463614E+000    0.2308714320E+000    0.4718072655E-003    0.1012052877E+000    0.5111583348E-005    0.2598153266E-002    0.1026565023E-002    0.3934474607E-005    0.7879190423E-003    0.4545709819E-007
   0.1041358000E+001   -0.5688374398E+003    0.8890440422E+004    0.9442363527E+004    0.1382592826E+005    0.2179282030E+005    0.4412479639E-002    0.4044626194E+008    0.2008390074E+000    0.6671189246E+000    0.2309262780E+000    0.4741259143E-003    0.1014755201E+000    0.5151344245E-005    0.2593804035E-002    0.1025593184E-002    0.3949128992E-005    0.7890875343E-003    0.4575645173E-007
   0.1041362500E+001   -0.5694198246E+003    0.8890873495E+004    0.9450857700E+004    0.1382808671E+005    0.2179058666E+005    0.4408940131E-002    0.4044608618E+008    0.2009795700E+000    0.6668552298E+000    0.2309704457E+000    0.4759945533E-003    0.1016931464E+000    0.5183548730E-005    0.2590182946E-002    0.1024762348E-002    0.3960724062E-005    0.7899881170E-003    0.4599640919E-007
   0.1041367500E+001   -0.5700560944E+003    0.8891414256E+004    0.9461730517E+004    0.1383078836E+005    0.2178896950E+005    0.4404648853E-002    0.4044608059E+008    0.2011203183E+000    0.6665239174E+000    0.2310259303E+000    0.4783523883E-003    0.1019665756E+000    0.5224282766E-005    0.2585729166E-002    0.1023754663E-002    0.3975474462E-005    0.7911432483E-003    0.4630115622E-007
   0.1041372500E+001   -0.5706961743E+003    0.8891954397E+004    0.9472679899E+004    0.1383349503E+005    0.2178734247E+005    0.4400337108E-002    0.4044607496E+008    0.2012617836E+000    0.6661903835E+000    0.2310817806E+000    0.4807330407E-003    0.1022418373E+000    0.5265569714E-005    0.2581255159E-002    0.1022742145E-002    0.3990343433E-005    0.7923028508E-003    0.4660964657E-007
   0.1041377500E+001   -0.5713400961E+003    0.8892493886E+004    0.9483706055E+004    0.1383620657E+005    0.2178570538E+005    0.4396004953E-002    0.4044606928E+008    0.2014039752E+000    0.6658546217E+000    0.2311379977E+000    0.4831366941E-003    0.1025189365E+000    0.5307417618E-005    0.2576761005E-002    0.1021724805E-002    0.4005331533E-005    0.7934668894E-003    0.4692192789E-007
   0.1041382500E+001   -0.5719878993E+003    0.8893032720E+004    0.9494809807E+004    0.1383892298E+005    0.2178405812E+005    0.4391652239E-002    0.4044606353E+008    0.2015469005E+000    0.6655166083E+000    0.2311945854E+000    0.4855636627E-003    0.1027978928E+000    0.5349836933E-005    0.2572246559E-002    0.1020702609E-002    0.4020440146E-005    0.7946353936E-003    0.4723806577E-007
   0.1041387500E+001   -0.5726396238E+003    0.8893570896E+004    0.9505991988E+004    0.1384164425E+005    0.2178240059E+005    0.4387278818E-002    0.4044605772E+008    0.2016905666E+000    0.6651763191E+000    0.2312515475E+000    0.4880142670E-003    0.1030787263E+000    0.5392838421E-005    0.2567711675E-002    0.1019675521E-002    0.4035670687E-005    0.7958083936E-003    0.4755812779E-007
   0.1041392500E+001   -0.5732953101E+003    0.8894108411E+004    0.9517253443E+004    0.1384437039E+005    0.2178073268E+005    0.4382884538E-002    0.4044605185E+008    0.2018349812E+000    0.6648337295E+000    0.2313088881E+000    0.4904888346E-003    0.1033614572E+000    0.5436433177E-005    0.2563156208E-002    0.1018643504E-002    0.4051024603E-005    0.7969859194E-003    0.4788218374E-007
   0.1041397500E+001   -0.5739549992E+003    0.8894645262E+004    0.9528595030E+004    0.1384710138E+005    0.2177905428E+005    0.4378469246E-002    0.4044604592E+008    0.2019801516E+000    0.6644888145E+000    0.2313666112E+000    0.4929877007E-003    0.1036461060E+000    0.5480632652E-005    0.2558580008E-002    0.1017606523E-002    0.4066503376E-005    0.7981680016E-003    0.4821030579E-007
   0.1041402500E+001   -0.5746187327E+003    0.8895181446E+004    0.9540017617E+004    0.1384983722E+005    0.2177736529E+005    0.4374032789E-002    0.4044603992E+008    0.2021260855E+000    0.6641415490E+000    0.2314247208E+000    0.4955112091E-003    0.1039326935E+000    0.5525448684E-005    0.2553982926E-002    0.1016564541E-002    0.4082108535E-005    0.7993546710E-003    0.4854256868E-007
   0.1041407500E+001   -0.5752865528E+003    0.8895716959E+004    0.9551522087E+004    0.1385257791E+005    0.2177566559E+005    0.4369575011E-002    0.4044603386E+008    0.2022727907E+000    0.6637919073E+000    0.2314832212E+000    0.4980597130E-003    0.1042212410E+000    0.5570893528E-005    0.2549364812E-002    0.1015517520E-002    0.4097841659E-005    0.8005459586E-003    0.4887905006E-007
   0.1041412500E+001   -0.5759585023E+003    0.8896251799E+004    0.9563109335E+004    0.1385532344E+005    0.2177395508E+005    0.4365095755E-002    0.4044602773E+008    0.2024202749E+000    0.6634398632E+000    0.2315421164E+000    0.5006335768E-003    0.1045117698E+000    0.5616979897E-005    0.2544725512E-002    0.1014465423E-002    0.4113704390E-005    0.8017418958E-003    0.4921983070E-007
   0.1041417500E+001   -0.5766346246E+003    0.8896785962E+004    0.9574780270E+004    0.1385807380E+005    0.2177223362E+005    0.4360594862E-002    0.4044602154E+008    0.2025685462E+000    0.6630853905E+000    0.2316014108E+000    0.5032331777E-003    0.1048043017E+000    0.5663720995E-005    0.2540064873E-002    0.1013408212E-002    0.4129698448E-005    0.8029425141E-003    0.4956499483E-007
   0.1041422500E+001   -0.5773149637E+003    0.8897319446E+004    0.9586535813E+004    0.1386082898E+005    0.2177050112E+005    0.4356072172E-002    0.4044601528E+008    0.2027176127E+000    0.6627284624E+000    0.2316611087E+000    0.5058589000E-003    0.1050988589E+000    0.5711130057E-005    0.2535382738E-002    0.1012345849E-002    0.4145825582E-005    0.8041478455E-003    0.4991462602E-007
   0.1041427500E+001   -0.5779995645E+003    0.8897852246E+004    0.9598376905E+004    0.1386358898E+005    0.2176875745E+005    0.4351527521E-002    0.4044600895E+008    0.2028674824E+000    0.6623690513E+000    0.2317212146E+000    0.5085110010E-003    0.1053954639E+000    0.5759212134E-005    0.2530678948E-002    0.1011278294E-002    0.4162086467E-005    0.8053579232E-003    0.5026873551E-007
   0.1041432500E+001   -0.5786884721E+003    0.8898384359E+004    0.9610304495E+004    0.1386635378E+005    0.2176700248E+005    0.4346960747E-002    0.4044600255E+008    0.2030181636E+000    0.6620071297E+000    0.2317817329E+000    0.5111898566E-003    0.1056941395E+000    0.5807980090E-005    0.2525953346E-002    0.1010205511E-002    0.4178482727E-005    0.8065727796E-003    0.5062740206E-007
   0.1041437500E+001   -0.5793817322E+003    0.8898915783E+004    0.9622319544E+004    0.1386912338E+005    0.2176523612E+005    0.4342371683E-002    0.4044599608E+008    0.2031696648E+000    0.6616426696E+000    0.2318426683E+000    0.5138958509E-003    0.1059949088E+000    0.5857447122E-005    0.2521205771E-002    0.1009127458E-002    0.4195016023E-005    0.8077924478E-003    0.5099070646E-007
   0.1041442500E+001   -0.5800793915E+003    0.8899446514E+004    0.9634423029E+004    0.1387189777E+005    0.2176345822E+005    0.4337760165E-002    0.4044598954E+008    0.2033219944E+000    0.6612756426E+000    0.2319040252E+000    0.5166293779E-003    0.1062977953E+000    0.5907626775E-005    0.2516436062E-002    0.1008044096E-002    0.4211688064E-005    0.8090169608E-003    0.5135873156E-007
   0.1041447500E+001   -0.5807814971E+003    0.8899976549E+004    0.9646615944E+004    0.1387467693E+005    0.2176166866E+005    0.4333126024E-002    0.4044598292E+008    0.2034751611E+000    0.6609060197E+000    0.2319658083E+000    0.5193908419E-003    0.1066028227E+000    0.5958532949E-005    0.2511644055E-002    0.1006955385E-002    0.4228500610E-005    0.8102463521E-003    0.5173156234E-007
   0.1041452500E+001   -0.5814880968E+003    0.8900505884E+004    0.9658899294E+004    0.1387746085E+005    0.2175986732E+005    0.4328469090E-002    0.4044597624E+008    0.2036291735E+000    0.6605337716E+000    0.2320280224E+000    0.5221806592E-003    0.1069100152E+000    0.6010179913E-005    0.2506829585E-002    0.1005861284E-002    0.4245455490E-005    0.8114806554E-003    0.5210928596E-007
   0.1041457500E+001   -0.5821992391E+003    0.8901034516E+004    0.9671274101E+004    0.1388024953E+005    0.2175805408E+005    0.4323789191E-002    0.4044596947E+008    0.2037840406E+000    0.6601588687E+000    0.2320906722E+000    0.5249992601E-003    0.1072193973E+000    0.6062582309E-005    0.2501992487E-002    0.1004761753E-002    0.4262554609E-005    0.8127199048E-003    0.5249199177E-007
   0.1041462500E+001   -0.5829149732E+003    0.8901562441E+004    0.9683741404E+004    0.1388304294E+005    0.2175622879E+005    0.4319086155E-002    0.4044596264E+008    0.2039397714E+000    0.6597812806E+000    0.2321537626E+000    0.5278470915E-003    0.1075309939E+000    0.6115755157E-005    0.2497132591E-002    0.1003656749E-002    0.4279799973E-005    0.8139641346E-003    0.5287977134E-007
   0.1041467500E+001   -0.5836353492E+003    0.8902089657E+004    0.9696302254E+004    0.1388584107E+005    0.2175439133E+005    0.4314359807E-002    0.4044595572E+008    0.2040963749E+000    0.6594009768E+000    0.2322172985E+000    0.5307246204E-003    0.1078448304E+000    0.6169713843E-005    0.2492249729E-002    0.1002546232E-002    0.4297193714E-005    0.8152133795E-003    0.5327271831E-007
   0.1041472500E+001   -0.5843604207E+003    0.8902616159E+004    0.9708957717E+004    0.1388864390E+005    0.2175254153E+005    0.4309609964E-002    0.4044594872E+008    0.2042538615E+000    0.6590179260E+000    0.2322812848E+000    0.5336323384E-003    0.1081609324E+000    0.6224474107E-005    0.2487343725E-002    0.1001430156E-002    0.4314738123E-005    0.8164676735E-003    0.5367092818E-007
   0.1041477000E+001   -0.5850021999E+003    0.8903141976E+004    0.9721895541E+004    0.1389145159E+005    0.2175176430E+005    0.4304968615E-002    0.4044614217E+008    0.2043795226E+000    0.6586320735E+000    0.2323457305E+000    0.5365709449E-003    0.1084793449E+000    0.6280055335E-005    0.2482490491E-002    0.1000339191E-002    0.4332570071E-005    0.8177522872E-003    0.5407618600E-007
   0.1041481500E+001   -0.5856780141E+003    0.8903562056E+004    0.9731989589E+004    0.1389370151E+005    0.2174917946E+005    0.4300996724E-002    0.4044593599E+008    0.2045396769E+000    0.6583211246E+000    0.2323976633E+000    0.5389414030E-003    0.1087359455E+000    0.6325142318E-005    0.2478450286E-002    0.9994062181E-003    0.4346680259E-005    0.8187391385E-003    0.5440146405E-007
